org_name,org_name_spanish,org_website,org_languages_spoken,org_languages_spoken_spanish,org_customers_served,org_customers_served_spanish,org_notes,org_notes_spanish,org_categories,org_categories_spanish,org_tags,org_tags_spanish,org_locations,org_services,org_schedule,org_id,locations_id,locations_city,location_address,location_address_2,location_name,location_name_spanish,location_state,location_email,location_zip,location_phone,location_website,location_notes,location_notes_spanish,location_services,location_services_spanish,location_latitude,location_longitude,services_names,services_id,schedule_location_name,schedule_locations_id,schedule_open_time,schedule_close_time,schedule_ordinal_open,schedule_day,schedule_day_spanish,schedule_notes,schedule_notes_spanish,Field 46,locations,locations 2,locations 3,locations 4
Santa Barbara Child Support Services,Servicios de manutención infantil de Santa Bárbara,http://www.countyofsb.org/css/home.c,English,inglés,,,,,legal services,servicios jurídicos,"santa barbara child support services,english,93101,santa barbara,93454,santa maria,legal assistance,4 e. carrillo street,201 s. miller street,legal services","servicios de manutención infantil de santa barbara,inglés,93101,santa barbara,93454,santa maria,asistencia legal,4 e. calle carrillo,201 s. miller street,servicios legales","Santa Barbara,Santa Maria",Legal Assistance,"07:00,07:00",1140,"471, 612","Santa Barbara, Santa Maria","4 E. Carrillo Street, 201 S. Miller Street",,Santa Maria Office,Oficina Santa Maria,"CA, CA",,"93101, 93454","(866) 901-3212, (866) 901-3212",,,,Legal Assistance;Legal Assistance,Asistencia legal; Asistencia legal,"34.42154460, 34.95156820","-119.70216820, -120.43175400",Legal Assistance,99,Santa Barbara;Santa Maria,"471, 612","07:00, 07:00","17:00, 17:00",;,"Mon, Tue, Wed, Thu;Mon, Tue, Wed, Thu","Lun, mar, mié, jue; lun, mar, mié, jue",;,;,,,,,
Santa Barbara City College,Colegio de la ciudad de Santa Bárbara,https://www.sbcc.edu/extendedlearning/ahs-ged.php,English,inglés,,,"The Adult High School (AHS) Diploma Program is designed for adults who want to earn their high school diploma. Students meet with an advisor to create an individual learning plan, and work one-on-one with faculty and in small groups with other students. Subjects include reading comprehension, vocabulary and grammar, spelling, writing, mathematics and other subjects.","El Programa de Diploma de la escuela secundaria para adultos (AHS) está diseñado para adultos que desean obtener su diploma de la escuela secundaria. Los estudiantes se reúnen con un asesor para crear un plan de aprendizaje individual y trabajan individualmente con los profesores y en grupos pequeños con otros estudiantes. Las materias incluyen comprensión de lectura, vocabulario y gramática, ortografía, escritura, matemáticas y otras materias.",,,"santa barbara city college,adult,high,school,ahs,diploma,program,designed,adults,want,earn,students,meet,advisor,create,individual,learning,plan,work,oneonone,faculty,small,groups,subjects,include,reading,comprehension,vocabulary,grammar,spelling,writing,mathematics,english,93109,santa barbara ,education ","santa barbara city college,adulto,alto,colegio,ahs,diploma,programa,diseñado,adultos,querer,ganar,estudiantes,reunirse,asesor,crear,individual,aprendizaje,plan,trabajo,uno a uno,facultad,pequeño,grupos,sujetos,incluir,lectura,comprensión,vocabulario,gramática,ortografía,escritura,matemáticas,inglés,93109,santa barbara,educación",Santa Barbara ,Education ,,895,86,Santa Barbara , 721 Cliff Drive,,,,CA,,93109,,,,,Education ,Educación,34.40607130,-119.69909240,Education ,33,,,,,,,,,,,,,,
Santa Barbara City College—Veterans Affairs Resource Office ,Santa Barbara City College — Oficina de recursos de asuntos de veteranos,https://sbcc.edu/veteranssupport/,English,inglés,Veterans,Veteranos,"Supports veterans with education benefits, GI Bill benefits, choosing majors, resume writing, job searching, networking, planning and organizing educational and career goals/objectives, and assists  with understanding federal and state regulations related  to veteran services.  Serves veterans with honorable discharge. Dependents and survivors will be served where a service connected disability is found. ","Apoya a los veteranos con beneficios educativos, beneficios de GI Bill, elección de especialidades, redacción de currículum vitae, búsqueda de empleo, trabajo en red, planificación y organización de metas / objetivos educativos y profesionales, y ayuda a comprender las regulaciones federales y estatales relacionadas con los servicios para veteranos. Sirve a los veteranos con baja honorable. Se atenderá a los dependientes y sobrevivientes cuando se encuentre una discapacidad relacionada con el servicio.","community support,employment","apoyo comunitario,empleo","santa barbara city college—veterans affairs resource office ,veterans,english,93109,santa barbara,721 cliff drive,community support,employment,veteran's services,education ","santa barbara city college — oficina de recursos de asuntos de veteranos,veteranos,inglés,93109,santa barbara,721 cliff drive,apoyo comunitario,empleo,servicios para veteranos,educación",Santa Barbara,"Employment,Veteran's Services,Education ","09:00,09:00",1223,690,Santa Barbara,721 Cliff Drive,"ECOC Building 1, Room 7",,,CA,ksrasmussen@pipeline.sbcc.edu,93109,(805) 965-0581,,"Contact Kyle Rasmussen, extension 2203","Póngase en contacto con Kyle Rasmussen, extensión 2203","Employment, Veteran's Services, Education ","Empleo, servicios para veteranos, educación",34.40607130,-119.69909240,"Employment, Veteran's Services, Education ","2, 74, 33",Santa Barbara;Santa Barbara,"690, 690","09:00, 09:00","16:15, 13:00",;,"Mon, Tue, Wed, Thu;Fri","Lun, mar, mié, jue; vie",;,;,,,,,
Santa Barbara Community Housing Corporation,Corporación de Vivienda Comunitaria de Santa Bárbara,http://www.chcsb.com/,English,inglés,,,"Santa Barbara Community Housing Corporation (SBCHC) is a non-profit organization dedicated to providing safe and affordable housing, including special needs housing for under-served individuals in our region. In addition to providing stable housing, it is our goal to enhance each tenant’s self-respect, personal motivation and future independence.","La Corporación de Vivienda Comunitaria de Santa Bárbara (SBCHC) es una organización sin fines de lucro dedicada a brindar viviendas seguras y asequibles, incluidas viviendas para necesidades especiales para personas desatendidas en nuestra región. Además de proporcionar una vivienda estable, nuestro objetivo es mejorar el respeto propio, la motivación personal y la independencia futura de cada inquilino.",housing,alojamiento,"santa barbara community housing corporation,english,93436,lompoc,93427,buellton,93101,santa barbara,affordable housing,500 n. t street,504 n. t street,725 n. e street,729 n. e street,733 n. e street,580 central ave,614 central ave,11 east haley street,1409 castillo st,15 e haley st,125 w carillo st,93105,47 broadmoor plaza,93103,514 e sola st,520 w sola st,2483 state st,821 bath st,933 san pascual st,625 coronel pl,627 coronel pl,93117,goleta,59 nectarine ave,65 nectarine ave,93013,carpinteria,4667 carpinteria avenue,housing","corporación de vivienda comunitaria de santa bárbara,inglés,93436,lompoc,93427,buellton,93101,santa bárbara,vivienda asequible,500 n. t calle,504 n. t calle,725 n. e calle,729 n. e calle,733 n. e street,580 central ave,614 central ave,11 east haley street,1409 castillo st,15 e haley st,125 w carillo st,93105,47 broadmoor plaza,93103,514 e sola st,520 w sola st,2483 state st,821 bath st,933 san pascual st,625 coronel pl,627 coronel pl,93117,goleta,59 nectarine ave,65 nectarine ave,93013,carpinteria,4667 carpinteria avenue,vivienda","Lompoc,Lompoc,Lompoc,Lompoc,Lompoc,Buellton,Buellton,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Goleta,Goleta,Carpinteria",Affordable Housing,08:30,1013,"229, 230, 231, 232, 233, 234, 235, 236, 654, 655, 656, 657, 658, 659, 660, 661, 662, 664, 665, 666, 667, 668","Lompoc, Lompoc, Lompoc, Lompoc, Lompoc, Buellton, Buellton, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Goleta, Goleta, Carpinteria","500 N. T Street, 504 N. T Street, 725 N. E Street, 729 N. E Street, 733 N. E Street, 580 Central Ave, 614 Central Ave, 11 East Haley Street, 1409 Castillo St, 15 E Haley St, 125 W Carillo St, 47 Broadmoor Plaza, 514 E Sola St, 520 W Sola St, 2483 State St, 821 Bath St, 933 San Pascual St, 625 Coronel Pl, 627 Coronel Pl, 59 Nectarine Ave, 65 Nectarine Ave, 4667 Carpinteria Avenue",,"T Street Apartments, T Street Apartments, Courtyard Apartments, Courtyard Apartments, Courtyard Apartments, Central Gardens, Central Gardens, The New Faulding Hotel, Hotel De Rivera","Apartamentos T Street,Apartamentos Courtyard,Jardines Centrales,The New Faulding Hotel,Hotel De Rivera","CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA",frontdesk@chcsb.com,"93436, 93436, 93436, 93436, 93436, 93427, 93427, 93101, 93101, 93101, 93101, 93105, 93103, 93101, 93105, 93101, 93101, 93101, 93101, 93117, 93117, 93013","(805) 963-9644, (805) 736-0357, (805) 963-9644, (805) 963-9191",http://www.chcsb.com/housing.html,,,Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;Affordable Housing;;;;;;;;,Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible; Vivienda asequible ;;;;;;;;;,"34.63254900, 34.64587280, 34.64418120, 34.64418120, 34.64418120, 34.61845580, 34.61835180, 34.41738800, 34.42111670, 34.41752000, 34.41944170, 34.43859870, 34.43083030, 34.41955460, 34.43522260, 34.41667960, 34.41473840, 34.40934120, 34.40932400, 34.43794620, 34.43778460, 34.40133800","-120.47237310, -120.47262060, -120.45397280, -120.45397280, -120.45397280, -120.19153840, -120.19156570, -119.69530800, -119.71203910, -119.69531000, -119.70348610, -119.73727650, -119.70077080, -119.71352990, -119.72122010, -119.70362190, -119.70902360, -119.70298830, -119.70335040, -119.82698580, -119.82690230, -119.52321700",Affordable Housing,43,Santa Barbara,236,08:30,16:30,;;;;;;;;;;;;;;;;;;;;;,";;;;;;;Mon, Tue, Wed, Thu, Fri;;;;;;;;;;;;;;",";;;;;;; lun, mar, mié, jue, vie ;;;;;;;;;;;;;;",;;;;;;;;;;;;;;;;;;;;;,;;;;;;;;;;;;;;;;;;;;;;,,,,,
Santa Barbara County Animal Services,Servicios para animales del condado de Santa Bárbara,https://countyofsb.org/phd/animal/aboutus.sbc,English,inglés,,,To establish and maintain a safe and healthy environment between humans and animals in Santa Barbara County.,Establecer y mantener un ambiente seguro y saludable entre humanos y animales en el condado de Santa Bárbara.,resource directory,directorio de recursos,"santa barbara county animal services,english,93117,goleta,5473 overpass road,93436,lompoc,1501 west central avenue,93455,santa maria,548 w. foster road,resource directory,animal services","servicios para animales del condado de santa bárbara,inglés,93117,goleta,5473 overpass road,93436,lompoc,1501 west central avenue,93455,santa maria,548 w. carretera de acogida,directorio de recursos,servicios para animales","Goleta,Lompoc,Santa Maria",Animal Services,,1093,"412, 413, 415","Goleta, Lompoc, Santa Maria","5473 Overpass Road, 1501 West Central Avenue, 548 W. Foster Road",,"Santa Barbara, Lompoc, Santa Maria","Santa Bárbara,Lompoc,Santa María","CA, CA, CA",,"93117, 93436, 93455","(805) 681-5285, (805) 681-5285, (805) 934-6119",,,,Animal Services;Animal Services;Animal Services,Servicios para animales; Servicios para animales; Servicios para animales,"34.43892090, 34.66132990, 34.88250700","-119.81386690, -120.47579280, -120.44233430",Animal Services,116,,,,,;;,;;,;;,;;,;;,,,,,
Santa Barbara County Bar Association Lawyer Referral Service ,Servicio de recomendación de abogados del Colegio de Abogados del Condado de Santa Bárbara,https://sblaw.org/sbcba-lawyer-referral-service/,English,inglés,,,,,legal services,servicios jurídicos,"santa barbara county bar association lawyer referral service ,english,93101,santa barbara,15 w. carrillo street,legal services,legal referrals","servicio de referencia de abogados del colegio de abogados del condado de santa barbara,inglés,93101,santa barbara,15 w. calle carrillo,servicios legales,referidos legales",Santa Barbara,Legal Referrals,09:00,1139,470,Santa Barbara,15 W. Carrillo Street,#106,,,CA,,93101,(805) 569-5511,,,,Legal Referrals,Referencias legales,34.42087910,-119.70209420,Legal Referrals,126,Santa Barbara,470,09:00,17:00,,"Mon, Tue, Wed, Thu, Fri","Lun, mar, mié, jue, vie",,,,,,,
Santa Barbara County Benefits and Referral Center for Medically Indigent Adults Program ,Centro de Beneficios y Referencias para Adultos Médicamente Indigentes del Condado de Santa Bárbara,https://www.countyofsb.org/phd/brc.sbc,English,inglés,,,Support for those who are uninsured and ineligible for  other healthcare coverage,Apoyo para quienes no tienen seguro y no son elegibles para otra cobertura de atención médica,medical support,Atención médica,"santa barbara county benefits and referral center for medically indigent adults program ,english,93110,santa barbara,300 n. san antonio road,medical support,referrals","Programa de Beneficios y Referencias del Condado de Santa Bárbara para Adultos Médicamente Indigentes,Inglés,93110,Santa Bárbara,300 n. carretera san antonio,apoyo médico,referencias",Santa Barbara,Referrals,,1159,524,Santa Barbara,300 N. San Antonio Road,Room B 100,Benefits and Referral Center,Centro de beneficios y referencias,CA,,93110,(805) 681-5393,,,,Referrals,Referencias,34.44378250,-119.78095290,Referrals,157,,,,,,,,,,,,,,
Santa Barbara County Education Office,Oficina de Educación del Condado de Santa Bárbara,,English,inglés,,,Phone: 805-964-4711  Child care based on income. Contact the Child Development Division to determine eligibility.,Teléfono: 805-964-4711 Cuidado de niños según los ingresos. Comuníquese con la División de Desarrollo Infantil para determinar la elegibilidad.,social services,servicios sociales,"santa barbara county education office,english,93110,santa barbara,4400 cathedral oaks rd,social services,education ","oficina de educación del condado de santa barbara,inglés,93110,santa barbara,4400 cathedral oaks rd,servicios sociales,educación",Santa Barbara,Education ,,1181,627,Santa Barbara,4400 Cathedral Oaks Rd,,,,CA,,93110,(805) 964-4711,,"Welcome to the Santa Barbara County Education Office (SBCEO) website.  We are pleased to serve 20 school districts with nearly 70,000 students.  Browsing through our site, you will find a glimpse of the truly amazing work occurring in classrooms with dynamic, innovative and thoughtful teachers who are supported by visionary school and district leaders that care deeply for the success of all of our county’s students","Bienvenido al sitio web de la Oficina de Educación del Condado de Santa Bárbara (SBCEO). Nos complace servir a 20 distritos escolares con casi 70,000 estudiantes. Al navegar por nuestro sitio, encontrará un vistazo del trabajo verdaderamente asombroso que ocurre en las aulas con maestros dinámicos, innovadores y reflexivos que cuentan con el apoyo de líderes visionarios de la escuela y el distrito que se preocupan profundamente por el éxito de todos los estudiantes de nuestro condado.",Education ,Educación,34.45205960,-119.76981500,Education ,33,,,,,,,,,,,,,,
Good Samaritan,Salud del Condado de Santa Bárbara - Buen Samaritano,https://goodsamaritanshelter.org/,English,inglés,,,Cost: 30% of gross income ,Costo: 30% de los ingresos brutos,"substance use,mental health,housing","uso de sustancias,salud mental,alojamiento","santa barbara county health -- good samaritan,good samaritan,english,93454,santa maria,93436,lompoc,sober living homes,detox centers,residential treatment centers,93458,dual diagnosis program,shelter,transitional shelter,outpatient counseling,98454,clothing,245 e. inger drive ,113 south m street,604 w. ocean avenue,401-b w. morrison avenue,412 e. tunnell st.,412b e tunnell st,245 e. inger drive,401 w. morrison avenue,509 w. morrison ave,731 s. lincoln street,113 s m street,2025 sweeny road,203 n. n street,104 s. c street,401-d w. morrison avenue,401-a w. morrison avenue,235 inger dr,401 w. morrison avenue ,substance use,mental health","salud del condado de santa bárbara - buen samaritano,buen samaritano,inglés,93454,santa maria,93436,lompoc,hogares para vivir sobrios,centros de desintoxicación,centros de tratamiento residencial,93458,programa de diagnóstico dual,refugio,refugio de transición,asesoramiento para pacientes ambulatorios,98454,ropa,245 e. inger drive,calle 113 sur m,604 w. Ocean Avenue,401-b w. avenida morrison,412 e. calle tunnell,412b e calle tunnell,245 e. impulsión del inger,401 w. avenida morrison,509 w. morrison ave,731 s. lincoln street,113 sm street,2025 sweeny road,203 n. calle n,104 s. calle c,401-d w. avenida morrison,401-a w. avenida morrison,235 inger dr,consumo de sustancias,salud mental","Santa Maria,Lompoc,Lompoc,Santa Maria,Santa Maria,Santa Maria,Santa Maria,Santa Maria,Santa Maria,Santa Maria,Lompoc,Lompoc,Lompoc,Lompoc,Lompoc,Santa Maria,Santa Maria,Santa Maria,Santa Maria","Detox Centers,Dual Diagnosis Program,Residential Treatment Centers,Transitional Shelter,Shelter,Clothing,Sober Living Homes,Outpatient Counseling","17:30,16:00,09:30,08:00",961,"145, 146, 147, 163, 165, 166, 167, 173, 195, 196, 211, 212, 221, 223, 238, 448, 450, 452, 556","Santa Maria, Lompoc, Lompoc, Santa Maria, Santa Maria, Santa Maria, Santa Maria, Santa Maria, Santa Maria, Santa Maria, Lompoc, Lompoc, Lompoc, Lompoc, Lompoc, Santa Maria, Santa Maria, Santa Maria, Santa Maria","245 E. Inger Drive , 113 South M Street, 604 W. Ocean Avenue, 401-B W. Morrison Avenue, 412 E. Tunnell st., 412b E Tunnell St, 245 E. Inger Drive, 401 W. Morrison Avenue, 509 W. Morrison Ave, 731 S. Lincoln Street, 113 S M Street, 604 W. Ocean Avenue, 2025 Sweeny Road, 203 N. N Street, 104 S. C Street, 401-D W. Morrison Avenue, 401-A W. Morrison Avenue, 235 Inger Dr, 401 W. Morrison Avenue ","Suite 103-B, Suite 103B, C, Ste. A, C","Mark's House, Recovery Way Home, Recovery Point Acute Care, TC House, Project PREMIE, Recovery Point, Casa De Familia, Probation & Resource Center, Recovery Point, Another Road Detox, Turning Point, Bridge House, Lompoc Recovery Center, Overflow Shelter, Family Shelter, Rancho Hermosa, Dress for Success","Mark's House,Recovery Way Home,Recovery Point Acute Care,TC House,Project PREMIE,Recovery Point,Casa De Familia,Probation & Resource Center,Another Road Detox,Turning Point,Bridge House,Lompoc Recovery Center,Overflow Shelter,Refugio familiar,Rancho Hermosa,Vístete para el éxito","CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA, CA","info@goodsamaritanshelter.org, info@goodsamaritanshelter.org","93454, 93436, 93436, 93454, 93454, 93454, 93454, 93458, 93454, 93454, 93436, 93436, 93436, 93436, 93436, 93454, 98454, 93454, 93454","(805) 346-8185, (805) 735-9980, (805) 736-0357, (805) 925-0315, (805) 925-0315, (805) 346-8185, (805) 347-3338, (805) 735-4390, (805) 735-9980, (805) 347-3338, (805) 347-3338, (805) 347-3338, (805) 925-0800","https://goodsamaritanshelter.org/shelter-programs-2/, https://goodsamaritanshelter.org/shelter-programs-2/residential-treatment-services/, https://goodsamaritanshelter.org/shelter-programs-2/womans-treatment-center/","A 19-bed family transitional shelter located in Lompoc, CA. Currently operated by Good Samaritan Shelter, Can house up to 16 women with up to 2 children each.  Children must be under the age of. The program is 6-18  months long. Day treatment is available with Turning  Point. 

Cost: 30% of gross income 
, Good Samaritan supports a 12-bed inpatient drug and  alcohol detoxification center. The program is 7-14 days. 
Cost: $150 administrative fee and $25/day for county  residents. Payment plans are available. 
, Good Samaritan supports a 6-18 month program for  women with children up to 5 years old. 
Cost: 30% of gross income 
, Spanish, 7-14 day acute detoxification for men and women. 
Cost: $25/day for county residents and $100 administrative fee. Payment plans available. 
, 19 bed family transitional shelter. Goal is to help homeless families achieve self-sufficiency through  providing a shelter where families can stay together  while addressing the root cause of their homelessness., 90 day shelter with extensions available, up to 2 years  maximum. Private or shared rooms available.  Cost: 30% of gross income , Very low-income housing for the homeless and those at  risk of homelessness and diagnosed with substance  abuse and/or mental health issues. 
12 units. Provides permanent supportive housing and  monthly case management. 
Cost: 30% of gross income 
","Un refugio de transición familiar de 19 camas ubicado en Lompoc, CA. Actualmente operado por Good Samaritan Shelter, puede albergar hasta 16 mujeres con hasta 2 niños cada una. Los niños deben ser menores de. El programa tiene una duración de 6 a 18 meses. El tratamiento diurno está disponible con Turning Point. Costo: 30% del ingreso bruto, Good Samaritan apoya un centro de desintoxicación de drogas y alcohol para pacientes hospitalizados con 12 camas. El programa es de 7-14 días. Costo: tarifa administrativa de $ 150 y $ 25 por día para los residentes del condado. Hay planes de pago disponibles. , Good Samaritan apoya un programa de 6 a 18 meses para mujeres con niños de hasta 5 años. Costo: 30% de los ingresos brutos, español, desintoxicación aguda de 7-14 días para hombres y mujeres. Costo: $ 25 por día para residentes del condado y tarifa administrativa de $ 100. Planes de pago disponibles. , Refugio de transición familiar de 19 camas. El objetivo es ayudar a las familias sin hogar a lograr la autosuficiencia proporcionando un refugio donde las familias puedan permanecer juntas mientras abordan la causa raíz de su falta de hogar. Refugio de 90 días con extensiones disponibles, hasta 2 años como máximo. Habitaciones privadas o compartidas disponibles. Costo: 30% del ingreso bruto, vivienda de muy bajos ingresos para personas sin hogar y personas en riesgo de quedarse sin hogar y diagnosticadas con abuso de sustancias y / o problemas de salud mental. 12 unidades. Proporciona vivienda de apoyo permanente y administración de casos mensual. Costo: 30% de los ingresos brutos","Sober Living Homes;Sober Living Homes;Dual Diagnosis Program, Residential Treatment Centers, Outpatient Counseling;Detox Centers;Residential Treatment Centers;;Outpatient Counseling;;;;Detox Centers;Detox Centers;Shelter;Transitional Shelter;Dual Diagnosis Program;Shelter;;;Clothing","Hogares de vida sobria; Hogares de vida sobria; Programa de diagnóstico dual, Centros de tratamiento residencial, Asesoramiento para pacientes ambulatorios; Centros de desintoxicación; Centros de tratamiento residencial;; Asesoramiento para pacientes ambulatorios ;;;; Centros de desintoxicación; Centros de desintoxicación; Refugio; Refugio de transición; Programa de diagnóstico dual; Refugio; ;;Ropa","34.92674590, 34.63864250, 34.63874720, 34.94389200, 34.95716320, 34.95716320, 34.92674590, 34.94313600, 34.94366310, 34.94469830, 34.63864250, 34.63874720, 34.64504140, 34.64095620, 34.65333000, 34.94313600, 34.94313600, 34.92671980, 34.94313600","-120.43388510, -120.46447220, -120.45114700, -120.44102300, -120.43074440, -120.43074440, -120.43388510, -120.44028200, -120.44207510, -120.43787540, -120.46447220, -120.45114700, -120.42750360, -120.46569100, -120.45137000, -120.44028200, -120.44028200, -120.43442270, -120.44028200","Detox Centers, Dual Diagnosis Program, Residential Treatment Centers, Transitional Shelter, Shelter, Clothing, Sober Living Homes, Outpatient Counseling","5, 44, 6, 42, 41, 80, 3, 8",Santa Maria;Santa Maria;Santa Maria;Santa Maria,"195, 195, 196, 556","17:30, 16:00, 09:30, 08:00","18:30, 17:00, 10:30, 16:00",;;;;;;;;;;;;;;;;;;;,";;;;;;;;Mon;Wed;Thu;;;;;;;;;Mon, Tue, Wed, Thu",";;;;;;;; lun; mié; jue ;;;;;;;; lun, mar, mié, jue",;;;;;;;;;;;;;;;;;;,;;;;;;;;;;;;;;;;;;;,,,,,
Santa Barbara Family YMCA,YMCA familiar de Santa Bárbara,https://www.ciymca.org/locations/santa-barbara-family-ymca,English,inglés,,,Child care is available with scholarships for those in  need. Scholarship application is available online or in  person.,El cuidado infantil está disponible con becas para aquellos que lo necesiten. La solicitud de beca está disponible en línea o en persona.,"community support,social services","apoyo comunitario,servicios sociales","santa barbara family ymca,english,93105,santa barbara,childcare ,sports,swim,camp,36 hitchcock way,community support,social services","santa barbara family ymca,inglés,93105,santa barbara,cuidado de niños,deportes,nadar,acampar,36 hitchcock way,apoyo comunitario,servicios sociales",Santa Barbara,"Swim,Camp,Sports,Childcare ","06:30,14:00,08:00,02:00",1179,596,Santa Barbara,36 Hitchcock Way,,,,CA,,93105,(805) 687-7727,,,,"Swim, Camp, Sports, Childcare ","Nadar, Campamento, Deportes, Cuidado de niños",34.43781950,-119.74532650,"Swim, Camp, Sports, Childcare ","198, 199, 197, 32",Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara,"596, 596, 596, 596","06:30, 14:00, 08:00, 02:00","13:00, 19:00, 13:00, 19:00",;;;,"Sun, Mon, Tue, Wed, Thu, Fri, Sat;Mon, Tue, Wed, Thu, Fri;Sat;Sat","Dom, lun, mar, mié, jue, vie, sáb; lun, mar, mié, jue, vie; sáb; sáb",;;;,;;;,,,,,
Santa Barbara Humane Society,Sociedad Protectora de Animales de Santa Bárbara,,English,inglés,,,Provides low-cost veterinary services. ,Brinda servicios veterinarios de bajo costo.,social services,servicios sociales,"santa barbara humane society,english,93111,santa barbara,low-cost veterinary services,5399 overpass road,social services","santa bárbara,sociedad humana de santa bárbara,93111,servicios veterinarios de bajo costo,5399 carretera de paso elevado,servicios sociales",Santa Barbara,Low-Cost Veterinary Services,,1183,598,Santa Barbara,5399 Overpass Road,,,,CA,,93111,(805) 964-4777,,,,Low-Cost Veterinary Services,Servicios veterinarios de bajo costo,34.43966650,-119.81298390,Low-Cost Veterinary Services,200,,,,,,,,,,,,,,
Santa Barbara Lighthouse Foundation,Fundación del faro de Santa Bárbara,http://www.sblighthouse.org/,English,inglés,Men,Pero,"Sober living home for men. 12-step program required.  Work or higher education required. 
Cost: $26/day, $182/week, OR $728/month AND $150 deposit 
","Hogar de vida sobria para hombres. Se requiere un programa de 12 pasos. Se requiere trabajo o educación superior. Costo: $ 26 / día, $ 182 / semana, O $ 728 / mes Y depósito de $ 150",substance use,uso de sustancias,"santa barbara lighthouse foundation,men,sober,living,home,12step,program,required,work,higher,education,cost,26day,182week,728month,150,deposit,english,93103,santa barbara,sober living homes,721 spring street,substance use","santa barbara lighthouse foundation,hombres,sobrio,vivo,casa,12 pasos,programa,requerido,trabajo,superior,educación,costo,26 días,182 semana,728 meses,150,depósito,inglés,93103,santa barbara,hogares para vivir sobrios,721 primavera calle,uso de sustancias",Santa Barbara,Sober Living Homes,,7,8,Santa Barbara,721 Spring Street,,,,CA,,93103,(805) 455-4568,,,,Sober Living Homes,Viviendas sobrias,34.42911850,-119.68821400,Sober Living Homes,3,,,,,,,,,,,,,,
Santa Barbara Metropolitan Transit District,Distrito de Tránsito Metropolitano de Santa Bárbara,https://sbmtd.gov/,English,inglés,,,"'-Phone: 805-963-3366 -Where to buy passes:
	*UCSB Bookstore, 1 UCEN Rd (SB)
	*Goleta Valley Community Center, 5697 Hollister Ave (G)
	*MTD Business Office, 550 Olive St (SB)
	*MTD Transit Center, 1020 Chapala St (SB)
	*Albertson’s Carpinteria, 1018 Casitas Pass Rd (C)
	*Eastside Library, 1102 E. Montecito St (SB)
-Fare Information:
	*$1.75 for one way token
	*$6 for a day pass
	*$11.50 for a 10 ride pass
	*$52 for a 30 day pass","'-Teléfono: 805-963-3366 -Dónde comprar pases: * UCSB Bookstore, 1 UCEN Rd (SB) * Goleta Valley Community Center, 5697 Hollister Ave (G) * MTD Business Office, 550 Olive St (SB) * MTD Transit Center, 1020 Chapala St (SB) * Albertson's Carpinteria, 1018 Casitas Pass Rd (C) * Eastside Library, 1102 E. Montecito St (SB) -Información de tarifas: * $ 1.75 por token de ida * $ 6 por pase de un día un pase de 10 viajes * $ 52 por un pase de 30 días",transportation,transporte,"santa barbara metropolitan transit district,english,transportation","distrito de tránsito metropolitano de santa bárbara,inglés,transporte",,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
